sex,LSAT,UGPA,ZFYA,uuid
0,32.0,2.2,-0.91,16011628579630158316
0,39.0,2.5,1.4,16011629137975906796
1,33.0,2.2,-1.41,16011629567472636396
1,33.0,3.0,-0.72,16011630039919038956
1,31.0,2.7,0.14,16011630426466095596
1,29.5,2.4,-0.17,16011630855962825196
1,30.0,2.6,0.89,16011631242509881836
1,28.0,2.7,-0.02,16011631629056938476
0,29.0,2.6,-1.18,16011632058553668076
1,30.25,2.5,-0.43,16011632445100724716
0,32.0,2.6,-0.8,16011632831647781356
0,26.0,3.1,-0.05,16011633261144510956
0,32.0,3.0,1.22,16011633647691567596
1,32.0,3.4,-1.68,16011634077188297196
1,39.0,2.2,1.72,16011634463735353836
1,29.0,2.6,-1.36,16011634936181756396
1,30.0,3.6,-0.02,16011635322728813036
1,36.5,2.9,1.59,16011635924024234476
1,24.0,2.7,0.57,16011636525319655916
0,32.0,3.5,0.59,16011636954816385516
1,35.0,2.3,0.46,16011637384313115116
1,39.0,3.4,1.61,16011637770860171756
1,25.0,3.6,1.73,16011638157407228396
1,32.0,3.0,0.46,16011638586903957996
1,34.0,2.9,-0.36,16011638973451014636
1,28.0,3.0,1.09,16011639402947744236
1,35.0,2.7,-0.21,16011639789494800876
1,26.5,3.1,-0.21,16011640261941203436
1,32.0,3.0,0.88,16011640648488260076
0,30.0,3.3,1.39,16011641035035316716
1,28.0,3.1,2.23,16011641464532046316
1,23.5,3.6,-0.52,16011641851079102956
0,39.0,2.9,2.6,16011642280575832556
0,40.0,3.6,0.24,16011642667122889196
0,32.0,2.6,1.44,16011643053669945836
1,35.0,2.8,2.36,16011643612015694316
1,30.0,2.5,0.18,16011644041512423916
1,33.0,2.9,0.44,16011644428059480556
0,23.0,3.5,0.8,16011644814606537196
0,29.0,2.6,-0.61,16011645287052939756
1,32.0,2.7,-1.04,16011645673599996396
1,35.0,3.0,0.05,16011646103096725996
0,27.5,2.4,-0.45,16011646489643782636
0,41.0,2.1,0.71,16011646919140512236
0,30.0,2.5,-0.69,16011647305687568876
1,29.0,2.4,0.49,16011647735184298476
0,34.0,3.1,1.52,16011648121731355116
1,32.0,3.2,1.14,16011648551228084716
1,26.0,3.0,1.49,16011648937775141356
1,30.0,3.4,-2.6,16011649324322197996
0,40.0,3.7,-0.39,16011649753818927596
1,46.0,4.0,1.12,16011650183315657196
0,44.5,3.6,0.57,16011651858352902636
0,33.0,3.3,-0.82,16011652330799305196
0,47.0,3.7,1.22,16011652760296034796
0,35.5,3.6,-0.75,16011653146843091436
0,45.0,3.1,-0.82,16011653576339821036
0,41.0,3.2,-1.21,16011653962886877676
1,42.0,4.0,0.37,16011654349433934316
1,46.0,3.7,1.55,16011654778930663916
1,46.0,2.6,1.22,16011655208427393516
0,45.0,3.4,-1.27,16011655637924123116
0,45.0,3.6,1.59,16011656067420852716
1,48.0,3.6,0.93,16011656496917582316
1,41.0,3.7,0.19,16011656883464638956
1,41.0,3.6,-0.46,16011658129005154796
1,45.0,3.6,1.83,16011658515552211436
0,46.0,3.6,0.87,16011658945048941036
0,45.0,3.8,-1.31,16011659374545670636
0,45.0,3.4,-2.96,16011659932891419116
1,43.0,3.8,-0.33,16011660362388148716
1,41.0,3.4,0.3,16011660791884878316
1,43.0,3.5,-0.53,16011661178431934956
0,41.0,3.5,-0.65,16011661607928664556
0,44.0,3.2,2.33,16011662037425394156
0,34.0,3.2,-1.48,16011662509871796716
0,47.0,3.5,0.62,16011662896418853356
0,45.0,3.9,0.09,16011663325915582956
1,39.0,3.9,0.23,16011663755412312556
1,45.0,3.7,-1.47,16011664184909042156
0,34.0,3.6,0.98,16011664571456098796
0,45.0,3.5,-1.14,16011665000952828396
0,39.0,3.8,-0.27,16011665430449557996
0,42.0,3.6,-0.54,16011665816996614636
1,39.5,3.6,-0.09,16011666246493344236
0,29.5,3.8,-0.72,16011666633040400876
1,28.0,3.1,-1.24,16011667191386149356
0,42.0,3.1,-0.57,16011667663832551916
1,29.0,2.6,-1.1,16011668093329281516
0,42.0,3.6,-0.33,16011668522826011116
1,44.0,3.6,-0.55,16011668909373067756
0,42.0,3.8,0.28,16011669338869797356
1,40.0,3.3,-0.78,16011669768366526956
1,42.0,3.6,0.27,16011670154913583596
1,34.0,3.7,-1.87,16011670584410313196
1,44.0,3.6,0.1,16011671013907042796
1,24.0,3.9,-1.21,16011671400454099436
0,38.0,3.4,-2.64,16011671829950829036
1,36.0,3.5,-0.91,16011672259447558636
1,46.0,3.6,1.5,16011672688944288236
0,42.0,3.0,-0.76,16011673118441017836
0,48.0,3.1,0.99,16011673504988074476
1,41.0,3.7,-0.94,16011673934484804076
0,37.0,3.6,0.32,16011674535780225516
0,37.0,3.7,-0.19,16011674965276955116
0,43.0,3.7,-0.85,16011675394773684716
0,44.0,3.2,-1.08,16011675781320741356
0,45.0,2.9,0.52,16011676210817470956
1,41.0,3.2,0.13,16011676597364527596
0,39.0,3.7,0.38,16011677026861257196
0,41.0,3.9,0.61,16011677456357986796
1,40.5,3.5,-0.47,16011677885854716396
1,41.0,3.5,-1.08,16011678315351445996
0,44.0,3.9,0.54,16011678959596540396
0,45.0,3.2,-0.15,16011679389093269996
1,39.5,3.7,-0.72,16011679818589999596
0,42.5,3.7,0.07,16011680205137056236
0,42.0,3.6,-0.16,16011680634633785836
1,39.0,3.4,0.1,16011681064130515436
1,44.0,3.2,0.99,16011681450677572076
0,43.0,3.7,0.77,16011682009023320556
0,44.0,3.7,0.77,16011682438520050156
0,42.0,3.1,-0.22,16011682868016779756
1,42.0,3.7,-0.03,16011683297513509356
1,40.5,3.6,0.45,16011683727010238956
0,42.0,3.8,0.51,16011684156506968556
1,46.0,3.5,-0.31,16011684586003698156
0,42.0,3.5,0.2,16011684972550754796
1,44.0,3.8,1.08,16011685402047484396
0,46.0,3.3,1.72,16011685831544213996
1,46.0,3.4,1.5,16011686218091270636
0,46.0,3.5,0.51,16011686647588000236
0,41.0,3.8,-1.36,16011687077084729836
1,44.0,3.7,0.22,16011687463631786476
0,41.0,3.3,-0.25,16011687893128516076
1,41.0,3.1,-1.3,16011688322625245676
1,48.0,3.4,1.44,16011688752121975276
0,41.0,3.4,-0.92,16011689353417396716
1,37.5,3.6,-0.82,16011689782914126316
1,48.0,3.7,2.42,16011690212410855916
1,35.0,3.5,-0.12,16011690641907585516
0,43.0,3.6,0.93,16011691028454642156
1,40.0,3.9,-0.12,16011691457951371756
0,44.0,3.2,1.66,16011691887448101356
0,43.0,3.5,-0.6,16011692273995157996
1,44.0,3.4,1.53,16011692703491887596
1,31.0,3.4,-1.65,16011693132988617196
0,41.0,3.7,-1.84,16011702667816014316
1,41.0,3.4,0.54,16011703140262416876
1,38.0,3.6,0.26,16011703569759146476
0,42.0,3.6,1.34,16011703999255876076
0,46.0,3.5,0.0,16011704428752605676
1,40.0,3.9,-0.63,16011705459544756716
0,37.75,3.4,0.25,16011705846091813356
0,40.0,3.8,0.48,16011706275588542956
1,40.0,3.7,-0.16,16011706662135599596
0,42.0,3.9,-0.63,16011707091632329196
1,44.0,3.5,0.67,16011707478179385836
0,41.0,3.4,0.41,16011707864726442476
1,42.0,3.3,-0.15,16011708294223172076
1,42.0,3.6,1.63,16011708680770228716
1,41.0,3.7,0.1,16011709067317285356
0,42.0,3.3,1.18,16011709453864341996
1,42.0,3.5,0.48,16011709883361071596
1,41.0,3.7,0.04,16011710269908128236
0,46.0,3.1,1.98,16011710699404857836
1,43.0,3.4,-0.02,16011711085951914476
0,32.5,3.1,-2.06,16011711472498971116
0,40.0,3.7,-0.25,16011711901995700716
0,39.0,3.9,-0.15,16011712288542757356
0,42.0,3.6,1.69,16011712675089813996
1,38.5,3.6,0.74,16011713104586543596
1,43.0,3.6,0.86,16011713491133600236
0,39.0,3.5,1.4,16011713920630329836
0,44.0,3.1,0.93,16011714350127059436
0,41.0,3.4,-0.6,16011714736674116076
1,43.0,3.4,-0.6,16011715166170845676
1,41.0,3.6,-1.71,16011715982214631916
0,44.0,3.3,0.01,16011716368761688556
0,45.0,3.6,0.9,16011716927107437036
0,41.0,3.6,-0.22,16011717313654493676
0,41.0,3.0,1.34,16011717743151223276
0,32.0,3.3,-1.01,16011718129698279916
1,40.0,3.8,0.55,16011718516245336556
0,47.0,3.5,-0.6,16011718945742066156
0,36.0,2.8,-1.07,16011719332289122796
0,32.0,3.3,-0.4,16011719718836179436
0,39.0,2.8,-0.49,16011720148332909036
0,29.5,3.4,0.92,16011720534879965676
0,37.0,3.0,0.53,16011720964376695276
1,35.0,3.6,1.78,16011721350923751916
0,29.0,3.3,0.58,16011721995168846316
1,39.0,2.4,-0.47,16011723326608708076
0,31.0,3.4,0.46,16011723756105437676
1,39.0,3.7,1.74,16011724142652494316
1,32.0,3.4,-1.21,16011724572149223916
0,37.0,2.9,-0.66,16011725001645953516
0,30.0,3.4,-1.07,16011725431142683116
0,38.0,2.7,-1.07,16011725860639412716
1,35.0,3.6,-0.24,16011726247186469356
0,34.5,2.5,0.74,16011726676683198956
0,38.0,2.5,-0.91,16011727106179928556
0,17.5,3.6,-1.54,16011727535676658156
0,37.0,3.0,0.51,16011727922223714796
1,43.0,4.0,1.51,16011728351720444396
0,36.0,3.1,0.51,16011728781217173996
0,36.0,2.3,-0.21,16011729210713903596
0,41.0,2.5,1.34,16011729812009325036
0,26.0,2.6,0.2,16011730284455727596
0,39.0,2.8,-0.05,16011730713952457196
1,36.0,3.4,-0.63,16011731143449186796
0,37.0,2.6,-1.24,16011731615895589356
0,36.0,2.6,1.6,16011732045392318956
0,39.0,3.2,-1.19,16011732517838721516
0,37.0,3.3,0.78,16011732947335451116
0,39.0,2.7,-1.03,16011733376832180716
1,33.5,3.4,-0.54,16011733806328910316
0,36.0,3.2,1.11,16011734235825639916
1,40.0,3.8,1.71,16011734665322369516
1,40.0,3.8,1.11,16011735094819099116
0,28.0,3.3,-0.4,16011735481366155756
1,37.0,2.4,0.34,16011735910862885356
0,35.0,3.1,-0.49,16011736426258960876
1,35.5,2.1,0.06,16011737542950457836
0,38.0,3.3,-0.73,16011738273094898156
0,36.0,3.2,-0.47,16011738745541300716
0,28.0,3.3,-0.91,16011739175038030316
1,36.0,2.9,-0.91,16011739604534759916
1,37.0,2.6,-0.75,16011740034031489516
1,36.0,2.6,-0.52,16011740463528219116
1,34.5,3.3,-0.82,16011740893024948716
0,36.0,3.0,-0.33,16011741279572005356
1,35.0,3.7,-0.49,16011741709068734956
0,38.0,3.3,0.18,16011742138565464556
0,34.5,2.7,0.39,16011742525112521196
0,38.0,3.0,-0.08,16011742954609250796
1,37.0,4.0,1.88,16011743384105980396
0,36.0,2.9,-0.63,16011743770653037036
1,39.0,3.7,0.78,16011744200149766636
1,41.0,3.6,1.41,16011744629646496236
0,37.0,2.6,0.06,16011745059143225836
0,42.0,2.6,0.53,16011745488639955436
0,36.0,2.7,-0.17,16011745875187012076
0,39.0,3.5,0.46,16011746304683741676
1,35.0,3.4,0.99,16011746691230798316
0,31.0,3.8,0.53,16011747120727527916
1,33.5,3.5,0.5,16011747550224257516
0,43.0,2.7,-0.13,16011747979720987116
1,23.0,3.0,-0.92,16011748409217716716
0,38.0,3.3,0.43,16011748795764773356
0,29.0,2.9,-0.56,16011749225261502956
0,41.0,2.7,-1.32,16011749654758232556
0,35.0,2.6,-0.49,16011750041305289196
0,29.5,3.5,-0.03,16011750470802018796
0,36.0,2.8,-1.98,16011750900298748396
0,33.0,3.5,-1.15,16011751329795477996
0,28.5,3.0,-1.35,16011751759292207596
0,40.0,3.0,0.56,16011752188788937196
1,39.0,3.0,-0.53,16011752618285666796
0,41.0,2.9,0.37,16011753004832723436
0,31.0,3.2,0.4,16011753434329453036
0,29.0,2.6,-0.86,16011753863826182636
1,33.0,3.5,0.0,16011754293322912236
0,31.0,2.4,-0.72,16011754679869968876
0,37.0,3.3,0.96,16011755109366698476
0,33.0,3.4,-0.56,16011755538863428076
0,34.0,3.6,0.13,16011755925410484716
0,38.0,2.8,1.32,16011756354907214316
0,34.0,3.7,0.6,16011756784403943916
0,39.0,3.2,0.56,16011757170951000556
1,34.0,3.4,-0.86,16011757600447730156
1,37.0,2.9,0.92,16011758029944459756
1,35.0,2.8,-1.55,16011758416491516396
1,37.0,3.0,0.56,16011758845988245996
0,43.0,3.7,2.11,16011759275484975596
1,36.0,3.1,0.46,16011759704981705196
1,35.0,3.6,0.33,16011760134478434796
1,41.0,3.3,-0.13,16011760563975164396
0,38.0,3.3,1.32,16011760993471893996
1,36.0,3.8,-0.06,16011761422968623596
0,37.0,3.3,1.78,16011761809515680236
1,32.0,3.1,-1.38,16011762239012409836
1,40.0,2.9,-0.43,16011762668509139436
0,37.0,3.0,0.4,16011763055056196076
0,42.0,3.2,-0.46,16011763484552925676
1,39.0,2.8,1.42,16011763914049655276
0,37.0,3.3,0.6,16011764343546384876
0,37.0,2.6,1.69,16011764987791479276
1,34.0,3.4,0.79,16011765460237881836
0,37.0,3.5,1.95,16011765889734611436
0,36.0,3.4,0.07,16011766319231341036
0,38.0,3.6,0.4,16011766705778397676
0,39.0,2.5,0.79,16011767135275127276
0,38.5,3.3,1.35,16011767650671202796
0,20.5,2.2,-2.09,16011768123117605356
0,30.0,3.5,0.33,16011768552614334956
1,35.0,3.5,0.07,16011768982111064556
1,30.0,2.8,0.2,16011769411607794156
0,41.0,2.8,0.56,16011769841104523756
1,38.0,3.1,0.3,16011770227651580396
1,32.0,3.3,-1.19,16011770657148309996
0,38.5,3.5,0.69,16011771086645039596
0,36.0,3.5,-0.16,16011771516141769196
1,38.0,3.2,0.79,16011771902688825836
0,34.0,2.6,1.05,16011772332185555436
0,34.0,3.5,-0.66,16011772761682285036
1,32.0,2.5,0.53,16011773148229341676
0,40.0,3.1,1.19,16011773577726071276
0,44.0,3.1,-0.43,16011774007222800876
0,33.0,2.8,-1.32,16011774436719530476
0,36.0,3.1,1.62,16011774866216260076
1,37.0,3.6,1.62,16011775252763316716
0,36.0,3.5,-1.81,16011775682260046316
1,33.0,3.1,0.07,16011776111756775916
1,26.0,3.6,-1.05,16011776541253505516
0,38.0,2.9,0.99,16011776970750235116
1,36.0,3.1,-0.49,16011777357297291756
1,31.0,3.4,-0.53,16011777829743694316
1,30.0,3.6,-0.16,16011778259240423916
1,35.0,2.8,0.15,16011778645787480556
0,38.0,3.6,0.55,16011779075284210156
1,38.0,3.1,0.25,16011780793271128556
0,43.0,3.0,0.83,16011781265717531116
0,41.0,3.4,-0.74,16011781652264587756
0,36.0,3.2,-0.7,16011782081761317356
1,35.0,3.2,0.29,16011782511258046956
0,35.0,3.2,-0.1,16011782897805103596
1,41.0,3.0,1.22,16011783327301833196
1,36.0,3.2,-1.63,16011783756798562796
0,40.0,3.3,1.27,16011784143345619436
0,32.0,3.3,-0.17,16011784572842349036
1,35.0,3.6,1.33,16011784959389405676
0,39.0,3.6,-0.49,16011785388886135276
0,38.0,3.2,0.45,16011785818382864876
0,36.0,3.4,0.97,16011786204929921516
0,38.0,3.1,-0.94,16011786634426651116
0,40.0,3.5,0.54,16011787063923380716
1,35.0,3.0,-1.59,16011787493420110316
0,38.0,2.8,-1.45,16011787879967166956
1,40.0,3.2,0.08,16011788309463896556
0,35.0,3.9,1.47,16011788738960626156
1,36.0,3.5,-0.98,16011789125507682796
0,35.0,3.7,-0.79,16011789555004412396
0,44.0,2.8,-0.07,16011789941551469036
0,40.0,2.8,0.41,16011790371048198636
0,41.0,3.2,1.04,16011790757595255276
1,37.0,3.4,0.19,16011791187091984876
0,36.0,3.2,-0.05,16011791616588714476
1,37.0,3.2,-0.23,16011792046085444076
1,43.0,3.7,0.88,16011792432632500716
1,36.0,3.7,-0.13,16011792862129230316
1,37.0,3.8,-0.88,16011793291625959916
0,37.0,3.6,1.49,16011793678173016556
1,37.0,3.3,-0.6,16011794107669746156
0,38.0,3.3,-0.46,16011794494216802796
1,37.0,3.3,-1.24,16011794923713532396
1,38.0,3.6,1.36,16011795353210261996
0,36.0,3.2,0.26,16011795739757318636
0,37.0,3.4,0.16,16011796169254048236
0,39.0,2.8,1.04,16011796598750777836
1,38.0,3.1,0.51,16011797028247507436
1,35.0,3.3,0.01,16011797414794564076
0,36.0,3.6,0.94,16011797844291293676
0,40.0,2.9,1.36,16011798273788023276
0,39.0,3.5,1.61,16011798703284752876
0,41.0,3.0,1.66,16011799089831809516
0,35.0,3.2,-0.17,16011799519328539116
0,38.0,3.5,0.58,16011799905875595756
1,35.5,3.3,-0.28,16011800335372325356
0,38.0,3.2,0.08,16011800764869054956
1,39.0,3.2,-0.52,16011801151416111596
0,36.0,3.1,-0.85,16011801580912841196
1,36.0,3.6,1.58,16011802010409570796
1,38.0,3.5,0.17,16011802396956627436
0,38.0,2.9,0.65,16011802826453357036
1,37.0,3.2,0.65,16011803213000413676
1,37.0,3.5,-1.91,16011803642497143276
0,36.0,3.7,-0.24,16011804071993872876
0,39.0,3.5,1.2,16011804458540929516
0,36.0,3.2,-1.56,16011805059836350956
1,35.0,3.7,0.58,16011805489333080556
0,38.0,3.1,-0.1,16011805918829810156
1,34.0,3.4,0.37,16011806348326539756
1,36.0,3.5,-1.07,16011806734873596396
1,35.0,3.7,0.72,16011807164370325996
0,34.0,3.5,0.05,16011807765665747436
1,37.0,3.4,-0.1,16011808195162477036
1,38.0,3.4,1.88,16011808624659206636
1,37.0,3.0,0.51,16011809054155936236
1,42.0,3.2,1.43,16011809440702992876
0,35.0,3.5,0.97,16011809870199722476
1,37.0,3.1,1.33,16011810256746779116
1,35.0,3.9,2.08,16011810686243508716
0,34.0,3.7,-0.85,16011811115740238316
1,36.0,4.0,-0.6,16011811545236967916
1,42.0,3.0,-0.59,16011811931784024556
0,34.0,3.6,0.94,16011812361280754156
0,41.0,2.9,-0.2,16011812747827810796
1,36.0,3.2,-0.33,16011813177324540396
0,39.0,3.2,0.05,16011813563871597036
0,35.0,3.5,0.12,16011813993368326636
1,39.0,3.4,0.19,16011814379915383276
0,36.0,3.5,-0.24,16011814809412112876
0,39.0,3.1,-0.03,16011815324808188396
1,39.0,3.5,1.11,16011815754304917996
1,35.0,3.3,-0.52,16011816140851974636
0,36.0,3.3,0.72,16011816570348704236
0,35.0,3.5,0.19,16011816999845433836
0,35.5,3.7,1.03,16011817386392490476
1,33.5,3.7,-1.07,16011817772939547116
0,34.5,3.2,0.62,16011818202436276716
1,35.0,2.9,-1.24,16011818631933006316
1,36.0,3.6,2.1,16011819018480062956
0,37.0,3.0,-0.29,16011819447976792556
0,41.0,2.8,0.2,16011820435819270636
0,36.0,3.4,0.22,16011820822366327276
0,38.0,2.5,0.24,16011821251863056876
0,28.0,3.5,-0.33,16011821638410113516
1,37.0,2.7,-1.4,16011822067906843116
0,34.0,3.8,0.8,16011822497403572716
1,37.0,3.2,-0.83,16011823270497685996
1,37.0,4.0,-0.13,16011823699994415596
0,41.0,2.5,1.15,16011824129491145196
0,35.0,3.2,-0.46,16011824516038201836
1,34.5,3.3,-0.02,16011824902585258476
1,40.0,3.3,0.51,16011825332081988076
1,36.0,2.9,-1.38,16011825718629044716
1,37.0,3.5,2.33,16011826105176101356
0,42.0,2.6,0.49,16011826534672830956
0,38.0,3.9,1.93,16011826921219887596
0,36.0,3.2,-0.02,16011827307766944236
0,36.0,3.4,0.04,16011827737263673836
1,37.0,3.4,1.09,16011828123810730476
0,36.0,2.9,-0.89,16011828510357787116
0,36.0,3.0,-1.4,16011828939854516716
0,35.0,3.3,0.41,16011829326401573356
1,32.0,3.6,-0.41,16011829712948629996
0,35.0,3.2,-0.89,16011830142445359596
0,36.0,3.0,-1.11,16011830528992416236
1,36.0,3.1,1.61,16011830958489145836
1,36.0,2.8,1.03,16011831345036202476
0,37.0,3.5,0.64,16011831774532932076
0,34.0,3.5,0.51,16011832161079988716
0,34.0,3.4,0.66,16011832547627045356
1,31.0,2.9,0.14,16011832977123774956
1,42.0,3.9,-0.56,16011833406620504556
1,35.0,3.4,0.51,16011833793167561196
1,39.0,3.4,2.24,16011834179714617836
0,37.0,3.0,-0.35,16011834609211347436
0,34.25,2.6,-0.58,16011834995758404076
0,37.0,2.4,0.43,16011835382305460716
0,43.0,3.4,0.57,16011835811802190316
0,36.0,2.8,-0.35,16011836198349246956
0,39.0,2.8,1.83,16011836799644668396
1,38.0,3.7,0.95,16011837229141397996
1,29.0,3.4,0.2,16011838474681913836
1,35.0,2.9,-0.02,16011838904178643436
1,31.5,3.5,2.1,16011839333675373036
1,34.0,3.5,0.84,16011839763172102636
0,37.0,3.4,0.2,16011840192668832236
0,35.0,3.1,0.33,16011840622165561836
0,42.0,2.6,1.13,16011841051662291436
1,37.0,3.5,0.74,16011841438209348076
1,33.0,3.6,1.11,16011841867706077676
0,35.0,3.5,1.48,16011842297202807276
0,38.0,2.2,0.57,16011842726699536876
1,36.0,3.3,-0.76,16011843156196266476
1,38.0,3.6,0.25,16011843585692996076
0,30.0,3.6,-0.79,16011843972240052716
0,36.0,3.7,0.91,16011844401736782316
1,33.5,3.7,0.5,16011844917132857836
1,36.0,3.6,0.84,16011845389579260396
1,25.0,3.5,0.57,16011845776126317036
0,40.0,2.9,-0.68,16011846205623046636
0,36.0,3.7,-1.28,16011846635119776236
1,26.0,2.8,-1.26,16011847064616505836
1,34.0,3.2,-0.18,16011847494113235436
0,36.0,3.8,0.03,16011847923609965036
1,31.5,3.4,0.47,16011848310157021676
1,39.0,2.6,0.68,16011848739653751276
1,27.0,3.0,-1.07,16011849212100153836
0,47.0,2.6,0.78,16011849684546556396
1,30.0,3.8,1.54,16011850156992958956
0,39.0,2.6,0.7,16011850758288380396
0,42.0,3.0,0.57,16011851187785109996
1,37.0,3.8,-1.18,16011851617281839596
1,27.5,3.6,-0.18,16011852003828896236
1,34.0,3.7,-0.63,16011852433325625836
1,39.0,3.1,-0.55,16011852862822355436
1,35.0,3.0,0.18,16011853249369412076
0,34.0,3.8,0.78,16011853678866141676
0,25.0,2.6,-0.08,16011854108362871276
1,41.0,3.2,-0.08,16011854537859600876
1,39.0,3.0,0.86,16011854967356330476
1,39.0,3.1,1.44,16011855439802733036
1,34.0,3.0,0.39,16011855826349789676
0,28.0,3.1,-0.29,16011856255846519276
0,37.0,3.2,-0.92,16011856685343248876
0,37.0,3.6,1.54,16011857071890305516
1,30.5,3.4,0.39,16011857501387035116
1,34.0,3.3,1.18,16011857930883764716
0,34.0,3.4,0.05,16011858789877223916
1,25.0,2.9,-1.46,16011859219373953516
0,31.5,2.9,-0.03,16011859605921010156
1,37.0,3.8,0.05,16011860035417739756
1,33.0,3.7,0.1,16011860464914469356
1,36.0,3.1,0.84,16011860980310544876
1,32.0,3.2,0.16,16011861409807274476
0,43.0,3.5,1.67,16011862354700079596
1,35.0,3.9,-0.18,16011862784196809196
1,34.5,3.0,-0.03,16011863170743865836
1,39.0,2.9,-1.75,16011863557290922476
1,27.5,2.7,0.0,16011863943837979116
0,41.0,3.3,0.05,16011864373334708716
0,38.0,3.2,0.26,16011864759881765356
1,35.0,3.8,2.06,16011865146428821996
0,40.0,2.5,-0.81,16011865919522935276
1,31.0,3.0,-0.03,16011866391969337836
0,27.0,3.2,-0.37,16011866821466067436
1,40.0,3.8,-0.54,16011867250962797036
1,36.0,2.9,-0.95,16011867637509853676
0,39.0,3.1,-0.38,16011868067006583276
0,40.0,3.4,0.12,16011868453553639916
1,37.0,3.7,-0.59,16011868883050369516
1,43.0,3.1,0.42,16011869269597426156
0,38.0,3.2,1.28,16011869656144482796
0,34.0,3.4,-0.47,16011870085641212396
0,42.0,3.2,0.02,16011870472188269036
0,39.0,3.3,0.58,16011870901684998636
0,39.0,3.3,0.12,16011871288232055276
1,36.0,3.3,0.98,16011871717728784876
1,39.0,3.8,1.3,16011872147225514476
0,46.0,3.1,0.82,16011872533772571116
0,37.0,3.8,0.51,16011872963269300716
0,40.0,3.3,-0.98,16011873349816357356
0,40.0,3.0,0.3,16011873779313086956
0,28.0,2.8,-1.05,16011874165860143596
0,32.0,3.0,-0.81,16011874552407200236
0,44.0,3.1,0.36,16011874938954256876
1,32.0,2.6,-1.03,16011875368450986476
0,39.0,3.8,-0.68,16011875754998043116
1,33.0,3.8,0.27,16011876141545099756
0,36.0,3.1,-0.79,16011876613991502316
0,38.0,3.4,0.89,16011877000538558956
1,36.0,3.5,0.3,16011877430035288556
0,36.0,3.4,-0.6,16011877816582345196
0,37.0,3.8,0.75,16011878246079074796
0,37.0,3.4,0.06,16011878632626131436
0,40.0,2.8,0.7,16011879062122861036
0,39.0,2.6,0.07,16011879448669917676
0,41.0,3.5,0.86,16011880007015666156
0,35.0,4.0,0.89,16011880393562722796
0,28.0,3.0,-0.65,16011880780109779436
1,37.0,3.5,0.09,16011881209606509036
1,39.0,3.7,1.44,16011881639103238636
0,40.0,3.4,1.37,16011882025650295276
0,37.0,3.9,0.81,16011882455147024876
1,41.0,3.7,0.95,16011882841694081516
1,28.0,3.1,-0.5,16011883228241138156
1,39.0,4.0,-0.41,16011883657737867756
0,42.0,3.5,1.23,16011884044284924396
1,38.0,3.6,1.73,16011884430831981036
1,42.0,3.0,0.45,16011884817379037676
1,41.0,3.1,0.12,16011885203926094316
1,26.0,3.3,-1.35,16011885590473150956
1,41.0,3.5,-0.8,16011886019969880556
0,39.0,3.6,-0.16,16011886449466610156
0,28.0,3.9,0.81,16011887007812358636
0,34.0,3.8,1.99,16011887394359415276
1,41.0,3.3,-1.04,16011887780906471916
1,37.0,3.3,0.35,16011888210403201516
1,40.0,3.9,0.94,16011888596950258156
1,34.0,4.0,-0.58,16011888983497314796
0,47.0,3.1,-0.41,16011889412994044396
0,29.0,3.8,-0.62,16011889799541101036
0,33.0,3.1,-0.55,16011890186088157676
1,31.0,2.9,-1.17,16011890572635214316
1,30.0,2.4,-1.82,16011891002131943916
0,43.0,2.5,0.33,16011891431628673516
1,42.0,3.7,0.64,16011891818175730156
0,39.0,3.1,-0.35,16011892204722786796
0,37.0,3.3,2.15,16011892634219516396
1,35.0,4.0,0.4,16011893020766573036
1,34.0,3.5,0.64,16011893407313629676
